id	target	response	score	question
yelle61	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mhamm65	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
jselb77	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
idiet54	mountain	mountin	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
olans59	mountain	"mountain"	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
egu53	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
cmoor96	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
agu52	mountain	mountian	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sye90	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
wmathi31	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
rhass95	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
rkunk88	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
dzhan71	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
aange64	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
mvemu68	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
abail54	mountain	mountain	1	"If the land keeps scrunching, a fold becomes a ______________, which is a tall landform."
sevan90	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jrey59	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
alara95	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
mcain54	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
xande62	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
spark85	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jmorr34	rock layers	wide	0	A fold is a bend in the ______________ _______________.
howen65	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
kcoll69	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
mdeli73	rock layers	"rock layers"	1	A fold is a bend in the ______________ _______________.
bsher79	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
crami87	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
abegl55	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
ghays66	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
bconk64	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
egetz07	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
ahayw86	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
mwilb70	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jbrad94	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
dmosi93	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
cloy77	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
sbouf97	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
wmcne94	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
aruss55	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
hrhon74	rock layers	beneath	0	A fold is a bend in the ______________ _______________.
aboer60	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
ggreg66	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
eirel61	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
brobi54	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jblak74	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
iguey66	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
kseit94	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
shall79	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
mbrow71	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jwalt55	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jbarb51	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
epete74	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
enoer61	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
eside63	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
dmont59	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
rburg66	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
hpatt80	rock layers	wide	0	A fold is a bend in the ______________ _______________.
abarn71	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
lcarn56	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
aklem75	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
lpuck85	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
ncasa56	rock layers	rock	0.25	A fold is a bend in the ______________ _______________.
mbatt84	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
abeec66	rock layers	earth's surface	0	A fold is a bend in the ______________ _______________.
mfroo55	rock layers	"outer rocks"	0	A fold is a bend in the ______________ _______________.
tdelu72	rock layers	land bend	0	A fold is a bend in the ______________ _______________.
lkric66	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
jdaug60	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
cpere94	rock layers	earth mantle	0	A fold is a bend in the ______________ _______________.
cfros55	rock layers	earth`s crust	0	A fold is a bend in the ______________ _______________.
kaoki90	rock layers	rock layer	1	A fold is a bend in the ______________ _______________.
bbuga71	rock layers	Rock Layers	1	A fold is a bend in the ______________ _______________.
sfros91	rock layers	mountain landform	0	A fold is a bend in the ______________ _______________.
mmorg96	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
kshat69	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
mumho63	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
ryosh64	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
lgurl88	rock layers	"crust fold"	0	A fold is a bend in the ______________ _______________.
sogle73	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
aprat71	rock layers	earth's crust	0	A fold is a bend in the ______________ _______________.
icruz76	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
lmohr62	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
mgonz82	rock layers	"mantle crust"	0	A fold is a bend in the ______________ _______________.
cmerc92	rock layers	earths surface	0	A fold is a bend in the ______________ _______________.
iflan59	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
sfran66	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
ddigr96	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
pobri85	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
owhit92	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
cwood92	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
agu52	rock layers	earth	0	A fold is a bend in the ______________ _______________.
rcai50	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
mhamm65	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
zyou89	rock layers	"earth's crust"	0	A fold is a bend in the ______________ _______________.
egu53	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
jselb77	rock layers	earth's plates	0	A fold is a bend in the ______________ _______________.
cmoor96	rock layers	earth's crack	0	A fold is a bend in the ______________ _______________.
yelle61	rock layers	earth's surface	0	A fold is a bend in the ______________ _______________.
idiet54	rock layers	earths crust	0	A fold is a bend in the ______________ _______________.
olans59	rock layers	rock layers	1	A fold is a bend in the ______________ _______________.
bzhan76	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
wmathi31	rock layers	I don't know	0	A fold is a bend in the ______________ _______________.
rhass95	rock layers	earth's layers	0.25	A fold is a bend in the ______________ _______________.
